STATE,COUNTY,STNAME,CTYNAME,SHELTER_DATE
27,45,Minnesota,Fillmore County,3/27/20
27,47,Minnesota,Freeborn County,3/27/20
27,49,Minnesota,Goodhue County,3/27/20
27,51,Minnesota,Grant County,3/27/20
27,53,Minnesota,Hennepin County,3/27/20
27,55,Minnesota,Houston County,3/27/20
27,57,Minnesota,Hubbard County,3/27/20
27,59,Minnesota,Isanti County,3/27/20
27,61,Minnesota,Itasca County,3/27/20
27,63,Minnesota,Jackson County,3/27/20
27,65,Minnesota,Kanabec County,3/27/20
27,67,Minnesota,Kandiyohi County,3/27/20
27,69,Minnesota,Kittson County,3/27/20
27,71,Minnesota,Koochiching County,3/27/20
27,73,Minnesota,Lac qui Parle County,3/27/20
27,75,Minnesota,Lake County,3/27/20
27,77,Minnesota,Lake of the Woods County,3/27/20
27,79,Minnesota,Le Sueur County,3/27/20
27,81,Minnesota,Lincoln County,3/27/20
27,83,Minnesota,Lyon County,3/27/20
27,85,Minnesota,McLeod County,3/27/20
27,87,Minnesota,Mahnomen County,3/27/20
27,89,Minnesota,Marshall County,3/27/20
27,91,Minnesota,Martin County,3/27/20
27,93,Minnesota,Meeker County,3/27/20
27,95,Minnesota,Mille Lacs County,3/27/20
27,97,Minnesota,Morrison County,3/27/20
27,99,Minnesota,Mower County,3/27/20
27,101,Minnesota,Murray County,3/27/20
27,103,Minnesota,Nicollet County,3/27/20
27,105,Minnesota,Nobles County,3/27/20
27,107,Minnesota,Norman County,3/27/20
27,109,Minnesota,Olmsted County,3/27/20
27,111,Minnesota,Otter Tail County,3/27/20
27,113,Minnesota,Pennington County,3/27/20
27,115,Minnesota,Pine County,3/27/20
27,117,Minnesota,Pipestone County,3/27/20
27,119,Minnesota,Polk County,3/27/20
27,121,Minnesota,Pope County,3/27/20
27,123,Minnesota,Ramsey County,3/27/20
27,125,Minnesota,Red Lake County,3/27/20
27,127,Minnesota,Redwood County,3/27/20
27,129,Minnesota,Renville County,3/27/20
27,131,Minnesota,Rice County,3/27/20
27,133,Minnesota,Rock County,3/27/20
27,135,Minnesota,Roseau County,3/27/20
27,137,Minnesota,St. Louis County,3/27/20
27,139,Minnesota,Scott County,3/27/20
27,141,Minnesota,Sherburne County,3/27/20
27,143,Minnesota,Sibley County,3/27/20
27,145,Minnesota,Stearns County,3/27/20
27,147,Minnesota,Steele County,3/27/20
27,149,Minnesota,Stevens County,3/27/20
27,151,Minnesota,Swift County,3/27/20
27,153,Minnesota,Todd County,3/27/20
27,155,Minnesota,Traverse County,3/27/20
27,157,Minnesota,Wabasha County,3/27/20
27,159,Minnesota,Wadena County,3/27/20
27,161,Minnesota,Waseca County,3/27/20
27,163,Minnesota,Washington County,3/27/20
27,165,Minnesota,Watonwan County,3/27/20
27,167,Minnesota,Wilkin County,3/27/20
27,169,Minnesota,Winona County,3/27/20
27,171,Minnesota,Wright County,3/27/20
27,173,Minnesota,Yellow Medicine County,3/27/20
28,1,Mississippi,Adams County,4/3/20
28,3,Mississippi,Alcorn County,4/3/20
28,5,Mississippi,Amite County,4/3/20
28,7,Mississippi,Attala County,4/3/20
28,9,Mississippi,Benton County,4/3/20
28,11,Mississippi,Bolivar County,4/3/20
28,13,Mississippi,Calhoun County,4/3/20
28,15,Mississippi,Carroll County,4/3/20
28,17,Mississippi,Chickasaw County,4/3/20
28,19,Mississippi,Choctaw County,4/3/20
28,21,Mississippi,Claiborne County,4/3/20
28,23,Mississippi,Clarke County,4/3/20
28,25,Mississippi,Clay County,4/3/20
28,27,Mississippi,Coahoma County,4/3/20
28,29,Mississippi,Copiah County,4/3/20
28,31,Mississippi,Covington County,4/3/20
28,33,Mississippi,DeSoto County,4/3/20
28,35,Mississippi,Forrest County,4/3/20
28,37,Mississippi,Franklin County,4/3/20
28,39,Mississippi,George County,4/3/20
28,41,Mississippi,Greene County,4/3/20
28,43,Mississippi,Grenada County,4/3/20
28,45,Mississippi,Hancock County,4/3/20
28,47,Mississippi,Harrison County,4/3/20
28,49,Mississippi,Hinds County,4/3/20
28,51,Mississippi,Holmes County,4/3/20
28,53,Mississippi,Humphreys County,4/3/20
28,55,Mississippi,Issaquena County,4/3/20
28,57,Mississippi,Itawamba County,4/3/20
28,59,Mississippi,Jackson County,4/3/20
28,61,Mississippi,Jasper County,4/3/20
28,63,Mississippi,Jefferson County,4/3/20
28,65,Mississippi,Jefferson Davis County,4/3/20
28,67,Mississippi,Jones County,4/3/20
28,69,Mississippi,Kemper County,4/3/20
28,71,Mississippi,Lafayette County,3/22/20
28,73,Mississippi,Lamar County,4/3/20
28,75,Mississippi,Lauderdale County,4/3/20
28,77,Mississippi,Lawrence County,4/3/20
28,79,Mississippi,Leake County,4/3/20
28,81,Mississippi,Lee County,4/3/20
28,83,Mississippi,Leflore County,4/3/20
28,85,Mississippi,Lincoln County,4/3/20
28,87,Mississippi,Lowndes County,4/3/20
28,89,Mississippi,Madison County,4/3/20
28,91,Mississippi,Marion County,4/3/20
28,93,Mississippi,Marshall County,4/3/20
28,95,Mississippi,Monroe County,4/3/20
28,97,Mississippi,Montgomery County,4/3/20
28,99,Mississippi,Neshoba County,4/3/20
28,101,Mississippi,Newton County,4/3/20
28,103,Mississippi,Noxubee County,4/3/20
28,105,Mississippi,Oktibbeha County,4/3/20
28,107,Mississippi,Panola County,4/3/20
28,109,Mississippi,Pearl River County,4/3/20
28,111,Mississippi,Perry County,4/3/20
28,113,Mississippi,Pike County,4/3/20
28,115,Mississippi,Pontotoc County,4/3/20
28,117,Mississippi,Prentiss County,4/3/20
28,119,Mississippi,Quitman County,4/3/20
28,121,Mississippi,Rankin County,4/3/20
28,123,Mississippi,Scott County,4/3/20
28,125,Mississippi,Sharkey County,4/3/20
28,127,Mississippi,Simpson County,4/3/20
28,129,Mississippi,Smith County,4/3/20
28,131,Mississippi,Stone County,4/3/20
28,133,Mississippi,Sunflower County,4/3/20
28,135,Mississippi,Tallahatchie County,4/3/20
28,137,Mississippi,Tate County,4/3/20
28,139,Mississippi,Tippah County,4/3/20
28,141,Mississippi,Tishomingo County,4/3/20
28,143,Mississippi,Tunica County,4/3/20
28,145,Mississippi,Union County,4/3/20
28,147,Mississippi,Walthall County,4/3/20
28,149,Mississippi,Warren County,4/3/20
28,151,Mississippi,Washington County,4/3/20
28,153,Mississippi,Wayne County,4/3/20
28,155,Mississippi,Webster County,4/3/20
28,157,Mississippi,Wilkinson County,4/3/20
28,159,Mississippi,Winston County,4/3/20
28,161,Mississippi,Yalobusha County,4/3/20
28,163,Mississippi,Yazoo County,4/3/20
29,1,Missouri,Adair County,4/6/20
29,3,Missouri,Andrew County,3/24/20
29,5,Missouri,Atchison County,4/6/20
29,7,Missouri,Audrain County,4/6/20
29,9,Missouri,Barry County,4/6/20
29,11,Missouri,Barton County,4/6/20
29,13,Missouri,Bates County,4/6/20
29,15,Missouri,Benton County,4/6/20
29,17,Missouri,Bollinger County,4/6/20
29,19,Missouri,Boone County,3/25/20
29,21,Missouri,Buchanan County,3/24/20
29,23,Missouri,Butler County,4/6/20
29,25,Missouri,Caldwell County,4/6/20
29,27,Missouri,Callaway County,4/6/20
29,29,Missouri,Camden County,4/6/20
29,31,Missouri,Cape Girardeau County,4/6/20
29,33,Missouri,Carroll County,4/6/20
29,35,Missouri,Carter County,4/6/20
29,37,Missouri,Cass County,3/24/20
29,39,Missouri,Cedar County,4/6/20
29,41,Missouri,Chariton County,4/6/20
29,43,Missouri,Christian County,4/6/20
29,45,Missouri,Clark County,4/6/20
29,47,Missouri,Clay County,3/24/20
29,49,Missouri,Clinton County,4/6/20
29,51,Missouri,Cole County,4/6/20
29,53,Missouri,Cooper County,4/6/20
29,55,Missouri,Crawford County,4/6/20
29,57,Missouri,Dade County,4/6/20
29,59,Missouri,Dallas County,4/6/20
29,61,Missouri,Daviess County,4/6/20
29,63,Missouri,DeKalb County,4/6/20
29,65,Missouri,Dent County,4/6/20
29,67,Missouri,Douglas County,4/6/20
29,69,Missouri,Dunklin County,4/6/20
29,71,Missouri,Franklin County,4/6/20
29,73,Missouri,Gasconade County,4/6/20
29,75,Missouri,Gentry County,4/6/20
29,77,Missouri,Greene County,3/26/20
29,79,Missouri,Grundy County,4/6/20
29,81,Missouri,Harrison County,4/6/20
29,83,Missouri,Henry County,4/6/20
29,85,Missouri,Hickory County,4/6/20
29,87,Missouri,Holt County,4/6/20
29,89,Missouri,Howard County,4/6/20
29,91,Missouri,Howell County,4/6/20
29,93,Missouri,Iron County,4/6/20
29,95,Missouri,Jackson County,3/24/20
29,97,Missouri,Jasper County,4/6/20
29,99,Missouri,Jefferson County,3/24/20
29,101,Missouri,Johnson County,4/6/20
29,103,Missouri,Knox County,4/6/20
29,105,Missouri,Laclede County,4/6/20
29,107,Missouri,Lafayette County,4/6/20
29,109,Missouri,Lawrence County,4/6/20
29,111,Missouri,Lewis County,4/6/20
29,113,Missouri,Lincoln County,4/6/20
29,115,Missouri,Linn County,4/6/20
29,117,Missouri,Livingston County,4/6/20
29,119,Missouri,McDonald County,4/6/20
29,121,Missouri,Macon County,4/6/20
29,123,Missouri,Madison County,4/6/20
29,125,Missouri,Maries County,4/6/20
29,127,Missouri,Marion County,4/6/20
29,129,Missouri,Mercer County,4/6/20
29,131,Missouri,Miller County,4/6/20
29,133,Missouri,Mississippi County,4/6/20
29,135,Missouri,Moniteau County,4/6/20
29,137,Missouri,Monroe County,4/6/20
29,139,Missouri,Montgomery County,4/6/20
29,141,Missouri,Morgan County,4/6/20
29,143,Missouri,New Madrid County,4/6/20
29,145,Missouri,Newton County,4/6/20
29,147,Missouri,Nodaway County,4/6/20
29,149,Missouri,Oregon County,4/6/20
29,151,Missouri,Osage County,4/6/20
29,153,Missouri,Ozark County,4/6/20
29,155,Missouri,Pemiscot County,4/6/20
29,157,Missouri,Perry County,4/6/20
29,159,Missouri,Pettis County,4/6/20
29,161,Missouri,Phelps County,4/6/20
29,163,Missouri,Pike County,4/6/20
29,165,Missouri,Platte County,3/24/20
29,167,Missouri,Polk County,4/6/20
29,169,Missouri,Pulaski County,4/6/20
29,171,Missouri,Putnam County,4/6/20
29,173,Missouri,Ralls County,4/6/20
29,175,Missouri,Randolph County,3/25/20
29,177,Missouri,Ray County,3/25/20
29,179,Missouri,Reynolds County,4/6/20
29,181,Missouri,Ripley County,4/6/20
29,183,Missouri,St. Charles County,4/6/20
29,185,Missouri,St. Clair County,4/6/20
29,186,Missouri,Ste. Genevieve County,4/6/20
29,187,Missouri,St. Francois County,4/6/20
29,189,Missouri,St. Louis County,3/23/20
29,195,Missouri,Saline County,4/6/20
29,197,Missouri,Schuyler County,4/6/20
29,199,Missouri,Scotland County,4/6/20
29,201,Missouri,Scott County,4/6/20
29,203,Missouri,Shannon County,4/6/20
29,205,Missouri,Shelby County,4/6/20
29,207,Missouri,Stoddard County,4/6/20
29,209,Missouri,Stone County,4/6/20
29,211,Missouri,Sullivan County,4/6/20
29,213,Missouri,Taney County,4/6/20
29,215,Missouri,Texas County,4/6/20
29,217,Missouri,Vernon County,4/6/20
29,219,Missouri,Warren County,4/6/20
29,221,Missouri,Washington County,4/6/20
29,223,Missouri,Wayne County,4/6/20
29,225,Missouri,Webster County,4/6/20
29,227,Missouri,Worth County,4/6/20
29,229,Missouri,Wright County,4/6/20
29,510,Missouri,St. Louis city,3/23/20
30,1,Montana,Beaverhead County,3/28/20
30,3,Montana,Big Horn County,3/28/20
30,5,Montana,Blaine County,3/28/20
30,7,Montana,Broadwater County,3/28/20
30,9,Montana,Carbon County,3/28/20
30,11,Montana,Carter County,3/28/20
30,13,Montana,Cascade County,3/28/20
30,15,Montana,Chouteau County,3/28/20
30,17,Montana,Custer County,3/28/20
30,19,Montana,Daniels County,3/28/20
30,21,Montana,Dawson County,3/28/20
30,23,Montana,Deer Lodge County,3/28/20
30,25,Montana,Fallon County,3/28/20
30,27,Montana,Fergus County,3/28/20
30,29,Montana,Flathead County,3/28/20
30,31,Montana,Gallatin County,3/28/20
30,33,Montana,Garfield County,3/28/20
30,35,Montana,Glacier County,3/28/20
30,37,Montana,Golden Valley County,3/28/20
30,39,Montana,Granite County,3/28/20
30,41,Montana,Hill County,3/28/20
30,43,Montana,Jefferson County,3/28/20
30,45,Montana,Judith Basin County,3/28/20
30,47,Montana,Lake County,3/28/20
30,49,Montana,Lewis and Clark County,3/28/20
30,51,Montana,Liberty County,3/28/20
30,53,Montana,Lincoln County,3/28/20
30,55,Montana,McCone County,3/28/20
30,57,Montana,Madison County,3/28/20
30,59,Montana,Meagher County,3/28/20
30,61,Montana,Mineral County,3/28/20
30,63,Montana,Missoula County,3/28/20
30,65,Montana,Musselshell County,3/28/20
30,67,Montana,Park County,3/28/20
30,69,Montana,Petroleum County,3/28/20
30,71,Montana,Phillips County,3/28/20
30,73,Montana,Pondera County,3/28/20
30,75,Montana,Powder River County,3/28/20
30,77,Montana,Powell County,3/28/20
30,79,Montana,Prairie County,3/28/20
30,81,Montana,Ravalli County,3/28/20
30,83,Montana,Richland County,3/28/20
30,85,Montana,Roosevelt County,3/28/20
30,87,Montana,Rosebud County,3/28/20
30,89,Montana,Sanders County,3/28/20
30,91,Montana,Sheridan County,3/28/20
30,93,Montana,Silver Bow County,3/28/20
30,95,Montana,Stillwater County,3/28/20
30,97,Montana,Sweet Grass County,3/28/20
30,99,Montana,Teton County,3/28/20
30,101,Montana,Toole County,3/28/20
30,103,Montana,Treasure County,3/28/20
30,105,Montana,Valley County,3/28/20
30,107,Montana,Wheatland County,3/28/20
30,109,Montana,Wibaux County,3/28/20
30,111,Montana,Yellowstone County,3/28/20
31,1,Nebraska,Adams County,
31,3,Nebraska,Antelope County,
31,5,Nebraska,Arthur County,
31,7,Nebraska,Banner County,
31,9,Nebraska,Blaine County,
31,11,Nebraska,Boone County,
31,13,Nebraska,Box Butte County,
31,15,Nebraska,Boyd County,
31,17,Nebraska,Brown County,
31,19,Nebraska,Buffalo County,
31,21,Nebraska,Burt County,
31,23,Nebraska,Butler County,
31,25,Nebraska,Cass County,
31,27,Nebraska,Cedar County,
31,29,Nebraska,Chase County,
31,31,Nebraska,Cherry County,
31,33,Nebraska,Cheyenne County,
31,35,Nebraska,Clay County,
31,37,Nebraska,Colfax County,
31,39,Nebraska,Cuming County,
31,41,Nebraska,Custer County,
31,43,Nebraska,Dakota County,
31,45,Nebraska,Dawes County,
31,47,Nebraska,Dawson County,
31,49,Nebraska,Deuel County,
31,51,Nebraska,Dixon County,
31,53,Nebraska,Dodge County,
31,55,Nebraska,Douglas County,
31,57,Nebraska,Dundy County,
31,59,Nebraska,Fillmore County,
31,61,Nebraska,Franklin County,
31,63,Nebraska,Frontier County,
31,65,Nebraska,Furnas County,
31,67,Nebraska,Gage County,
31,69,Nebraska,Garden County,
31,71,Nebraska,Garfield County,
31,73,Nebraska,Gosper County,
31,75,Nebraska,Grant County,
31,77,Nebraska,Greeley County,
31,79,Nebraska,Hall County,
31,81,Nebraska,Hamilton County,
31,83,Nebraska,Harlan County,
31,85,Nebraska,Hayes County,
31,87,Nebraska,Hitchcock County,
31,89,Nebraska,Holt County,
31,91,Nebraska,Hooker County,
31,93,Nebraska,Howard County,
31,95,Nebraska,Jefferson County,
31,97,Nebraska,Johnson County,
31,99,Nebraska,Kearney County,
31,101,Nebraska,Keith County,
31,103,Nebraska,Keya Paha County,
31,105,Nebraska,Kimball County,
31,107,Nebraska,Knox County,
31,109,Nebraska,Lancaster County,
31,111,Nebraska,Lincoln County,
31,113,Nebraska,Logan County,
31,115,Nebraska,Loup County,
31,117,Nebraska,McPherson County,
31,119,Nebraska,Madison County,
31,121,Nebraska,Merrick County,
31,123,Nebraska,Morrill County,
31,125,Nebraska,Nance County,
31,127,Nebraska,Nemaha County,
31,129,Nebraska,Nuckolls County,
31,131,Nebraska,Otoe County,
31,133,Nebraska,Pawnee County,
31,135,Nebraska,Perkins County,
31,137,Nebraska,Phelps County,
31,139,Nebraska,Pierce County,
31,141,Nebraska,Platte County,
31,143,Nebraska,Polk County,
31,145,Nebraska,Red Willow County,
31,147,Nebraska,Richardson County,
31,149,Nebraska,Rock County,
31,151,Nebraska,Saline County,
31,153,Nebraska,Sarpy County,
31,155,Nebraska,Saunders County,
31,157,Nebraska,Scotts Bluff County,
31,159,Nebraska,Seward County,
31,161,Nebraska,Sheridan County,
31,163,Nebraska,Sherman County,
31,165,Nebraska,Sioux County,
31,167,Nebraska,Stanton County,
31,169,Nebraska,Thayer County,
31,171,Nebraska,Thomas County,
31,173,Nebraska,Thurston County,
31,175,Nebraska,Valley County,
31,177,Nebraska,Washington County,
31,179,Nebraska,Wayne County,
31,181,Nebraska,Webster County,
31,183,Nebraska,Wheeler County,
31,185,Nebraska,York County,
32,1,Nevada,Churchill County,4/1/20
32,3,Nevada,Clark County,4/1/20
32,5,Nevada,Douglas County,4/1/20
32,7,Nevada,Elko County,4/1/20
32,9,Nevada,Esmeralda County,4/1/20
32,11,Nevada,Eureka County,4/1/20
32,13,Nevada,Humboldt County,4/1/20
32,15,Nevada,Lander County,4/1/20
32,17,Nevada,Lincoln County,4/1/20
32,19,Nevada,Lyon County,4/1/20
32,21,Nevada,Mineral County,4/1/20
32,23,Nevada,Nye County,4/1/20
32,27,Nevada,Pershing County,4/1/20
32,29,Nevada,Storey County,4/1/20
32,31,Nevada,Washoe County,4/1/20
32,33,Nevada,White Pine County,4/1/20
32,510,Nevada,Carson City,4/1/20
33,1,New Hampshire,Belknap County,3/27/20
33,3,New Hampshire,Carroll County,3/27/20
33,5,New Hampshire,Cheshire County,3/27/20
33,7,New Hampshire,Coos County,3/27/20
33,9,New Hampshire,Grafton County,3/27/20
33,11,New Hampshire,Hillsborough County,3/27/20
33,13,New Hampshire,Merrimack County,3/27/20
33,15,New Hampshire,Rockingham County,3/27/20
33,17,New Hampshire,Strafford County,3/27/20
33,19,New Hampshire,Sullivan County,3/27/20
34,1,New Jersey,Atlantic County,3/21/20
34,3,New Jersey,Bergen County,3/21/20
34,5,New Jersey,Burlington County,3/21/20
34,7,New Jersey,Camden County,3/21/20
34,9,New Jersey,Cape May County,3/21/20
34,11,New Jersey,Cumberland County,3/21/20
34,13,New Jersey,Essex County,3/21/20
34,15,New Jersey,Gloucester County,3/21/20
34,17,New Jersey,Hudson County,3/21/20
34,19,New Jersey,Hunterdon County,3/21/20
34,21,New Jersey,Mercer County,3/21/20
34,23,New Jersey,Middlesex County,3/21/20
34,25,New Jersey,Monmouth County,3/21/20
34,27,New Jersey,Morris County,3/21/20
34,29,New Jersey,Ocean County,3/21/20
34,31,New Jersey,Passaic County,3/21/20
34,33,New Jersey,Salem County,3/21/20
34,35,New Jersey,Somerset County,3/21/20
34,37,New Jersey,Sussex County,3/21/20
34,39,New Jersey,Union County,3/21/20
34,41,New Jersey,Warren County,3/21/20
35,1,New Mexico,Bernalillo County,3/24/20
35,3,New Mexico,Catron County,3/24/20
35,5,New Mexico,Chaves County,3/24/20
35,6,New Mexico,Cibola County,3/24/20
35,7,New Mexico,Colfax County,3/24/20
35,9,New Mexico,Curry County,3/24/20
35,11,New Mexico,De Baca County,3/24/20
35,13,New Mexico,DoÒa Ana County,3/24/20
35,15,New Mexico,Eddy County,3/24/20
35,17,New Mexico,Grant County,3/24/20
35,19,New Mexico,Guadalupe County,3/24/20
35,21,New Mexico,Harding County,3/24/20
35,23,New Mexico,Hidalgo County,3/24/20
35,25,New Mexico,Lea County,3/24/20
35,27,New Mexico,Lincoln County,3/24/20
35,28,New Mexico,Los Alamos County,3/24/20
35,29,New Mexico,Luna County,3/24/20
35,31,New Mexico,McKinley County,3/24/20
35,33,New Mexico,Mora County,3/24/20
35,35,New Mexico,Otero County,3/24/20
35,37,New Mexico,Quay County,3/24/20
35,39,New Mexico,Rio Arriba County,3/24/20
35,41,New Mexico,Roosevelt County,3/24/20
35,43,New Mexico,Sandoval County,3/24/20
35,45,New Mexico,San Juan County,3/24/20
35,47,New Mexico,San Miguel County,3/24/20
35,49,New Mexico,Santa Fe County,3/24/20
35,51,New Mexico,Sierra County,3/24/20
35,53,New Mexico,Socorro County,3/24/20
35,55,New Mexico,Taos County,3/24/20
35,57,New Mexico,Torrance County,3/24/20
35,59,New Mexico,Union County,3/24/20
35,61,New Mexico,Valencia County,3/24/20
36,1,New York,Albany County,3/22/20
36,3,New York,Allegany County,3/22/20
36,5,New York,Bronx County,3/22/20
36,7,New York,Broome County,3/22/20
36,9,New York,Cattaraugus County,3/22/20
36,11,New York,Cayuga County,3/22/20
36,13,New York,Chautauqua County,3/22/20
36,15,New York,Chemung County,3/22/20
36,17,New York,Chenango County,3/22/20
36,19,New York,Clinton County,3/22/20
36,21,New York,Columbia County,3/22/20
36,23,New York,Cortland County,3/22/20
36,25,New York,Delaware County,3/22/20
36,27,New York,Dutchess County,3/22/20
36,29,New York,Erie County,3/22/20
36,31,New York,Essex County,3/22/20
36,33,New York,Franklin County,3/22/20
36,35,New York,Fulton County,3/22/20
36,37,New York,Genesee County,3/22/20
36,39,New York,Greene County,3/22/20
36,41,New York,Hamilton County,3/22/20
36,43,New York,Herkimer County,3/22/20
36,45,New York,Jefferson County,3/22/20
36,47,New York,Kings County,3/22/20
36,49,New York,Lewis County,3/22/20
36,51,New York,Livingston County,3/22/20
36,53,New York,Madison County,3/22/20
36,55,New York,Monroe County,3/22/20
36,57,New York,Montgomery County,3/22/20
36,59,New York,Nassau County,3/22/20
36,61,New York,New York County,3/22/20
36,63,New York,Niagara County,3/22/20
36,65,New York,Oneida County,3/22/20
36,67,New York,Onondaga County,3/22/20
36,69,New York,Ontario County,3/22/20
36,71,New York,Orange County,3/22/20
36,73,New York,Orleans County,3/22/20
36,75,New York,Oswego County,3/22/20
36,77,New York,Otsego County,3/22/20
36,79,New York,Putnam County,3/22/20
36,81,New York,Queens County,3/22/20
36,83,New York,Rensselaer County,3/22/20
36,85,New York,Richmond County,3/22/20
36,87,New York,Rockland County,3/22/20
36,89,New York,St. Lawrence County,3/22/20
36,91,New York,Saratoga County,3/22/20
36,93,New York,Schenectady County,3/22/20
36,95,New York,Schoharie County,3/22/20
36,97,New York,Schuyler County,3/22/20
36,99,New York,Seneca County,3/22/20
36,101,New York,Steuben County,3/22/20
36,103,New York,Suffolk County,3/22/20
36,105,New York,Sullivan County,3/22/20
36,107,New York,Tioga County,3/22/20
36,109,New York,Tompkins County,3/22/20
36,111,New York,Ulster County,3/22/20
36,113,New York,Warren County,3/22/20
36,115,New York,Washington County,3/22/20
36,117,New York,Wayne County,3/22/20
36,119,New York,Westchester County,3/22/20
36,121,New York,Wyoming County,3/22/20
36,123,New York,Yates County,3/22/20
37,1,North Carolina,Alamance County,3/30/20
37,3,North Carolina,Alexander County,3/30/20
37,5,North Carolina,Alleghany County,3/30/20
37,7,North Carolina,Anson County,3/30/20
37,9,North Carolina,Ashe County,3/30/20
37,11,North Carolina,Avery County,3/30/20
37,13,North Carolina,Beaufort County,3/30/20
37,15,North Carolina,Bertie County,3/30/20
37,17,North Carolina,Bladen County,3/30/20
37,19,North Carolina,Brunswick County,3/30/20
37,21,North Carolina,Buncombe County,3/30/20
37,23,North Carolina,Burke County,3/30/20
37,25,North Carolina,Cabarrus County,3/30/20
37,27,North Carolina,Caldwell County,3/30/20
37,29,North Carolina,Camden County,3/30/20
37,31,North Carolina,Carteret County,3/30/20
37,33,North Carolina,Caswell County,3/30/20
37,35,North Carolina,Catawba County,3/30/20
37,37,North Carolina,Chatham County,3/30/20
37,39,North Carolina,Cherokee County,3/30/20
37,41,North Carolina,Chowan County,3/30/20
37,43,North Carolina,Clay County,3/30/20
37,45,North Carolina,Cleveland County,3/30/20
37,47,North Carolina,Columbus County,3/30/20
37,49,North Carolina,Craven County,3/30/20
37,51,North Carolina,Cumberland County,3/30/20
37,53,North Carolina,Currituck County,3/30/20
37,55,North Carolina,Dare County,3/30/20
37,57,North Carolina,Davidson County,3/30/20
37,59,North Carolina,Davie County,3/30/20
37,61,North Carolina,Duplin County,3/30/20
37,63,North Carolina,Durham County,3/30/20
37,65,North Carolina,Edgecombe County,3/30/20
37,67,North Carolina,Forsyth County,3/30/20
37,69,North Carolina,Franklin County,3/30/20
37,71,North Carolina,Gaston County,3/30/20
37,73,North Carolina,Gates County,3/30/20
37,75,North Carolina,Graham County,3/30/20
37,77,North Carolina,Granville County,3/30/20
37,79,North Carolina,Greene County,3/30/20
37,81,North Carolina,Guilford County,3/30/20
37,83,North Carolina,Halifax County,3/30/20
37,85,North Carolina,Harnett County,3/30/20
37,87,North Carolina,Haywood County,3/30/20
37,89,North Carolina,Henderson County,3/30/20
37,91,North Carolina,Hertford County,3/30/20
37,93,North Carolina,Hoke County,3/30/20
37,95,North Carolina,Hyde County,3/30/20
37,97,North Carolina,Iredell County,3/30/20
37,99,North Carolina,Jackson County,3/30/20
37,101,North Carolina,Johnston County,3/30/20
37,103,North Carolina,Jones County,3/30/20
37,105,North Carolina,Lee County,3/30/20
37,107,North Carolina,Lenoir County,3/30/20
37,109,North Carolina,Lincoln County,3/30/20
37,111,North Carolina,McDowell County,3/30/20
37,113,North Carolina,Macon County,3/30/20
37,115,North Carolina,Madison County,3/30/20
37,117,North Carolina,Martin County,3/30/20
37,119,North Carolina,Mecklenburg County,3/30/20
37,121,North Carolina,Mitchell County,3/30/20
37,123,North Carolina,Montgomery County,3/30/20
37,125,North Carolina,Moore County,3/30/20
37,127,North Carolina,Nash County,3/30/20
37,129,North Carolina,New Hanover County,3/30/20
37,131,North Carolina,Northampton County,3/30/20
37,133,North Carolina,Onslow County,3/30/20
37,135,North Carolina,Orange County,3/30/20
37,137,North Carolina,Pamlico County,3/30/20
37,139,North Carolina,Pasquotank County,3/30/20
37,141,North Carolina,Pender County,3/30/20
37,143,North Carolina,Perquimans County,3/30/20
37,145,North Carolina,Person County,3/30/20
37,147,North Carolina,Pitt County,3/30/20
37,149,North Carolina,Polk County,3/30/20
37,151,North Carolina,Randolph County,3/30/20
37,153,North Carolina,Richmond County,3/30/20
37,155,North Carolina,Robeson County,3/30/20
37,157,North Carolina,Rockingham County,3/30/20
37,159,North Carolina,Rowan County,3/30/20
37,161,North Carolina,Rutherford County,3/30/20
37,163,North Carolina,Sampson County,3/30/20
37,165,North Carolina,Scotland County,3/30/20
37,167,North Carolina,Stanly County,3/30/20
37,169,North Carolina,Stokes County,3/30/20
37,171,North Carolina,Surry County,3/30/20
37,173,North Carolina,Swain County,3/30/20
37,175,North Carolina,Transylvania County,3/30/20
37,177,North Carolina,Tyrrell County,3/30/20
37,179,North Carolina,Union County,3/30/20
37,181,North Carolina,Vance County,3/30/20
37,183,North Carolina,Wake County,3/30/20
37,185,North Carolina,Warren County,3/30/20
37,187,North Carolina,Washington County,3/30/20
37,189,North Carolina,Watauga County,3/30/20
37,191,North Carolina,Wayne County,3/30/20
37,193,North Carolina,Wilkes County,3/30/20
37,195,North Carolina,Wilson County,3/30/20
37,197,North Carolina,Yadkin County,3/30/20
37,199,North Carolina,Yancey County,3/30/20
38,1,North Dakota,Adams County,
38,3,North Dakota,Barnes County,
38,5,North Dakota,Benson County,
38,7,North Dakota,Billings County,
38,9,North Dakota,Bottineau County,
38,11,North Dakota,Bowman County,
38,13,North Dakota,Burke County,
38,15,North Dakota,Burleigh County,
38,17,North Dakota,Cass County,
38,19,North Dakota,Cavalier County,
38,21,North Dakota,Dickey County,
38,23,North Dakota,Divide County,
38,25,North Dakota,Dunn County,
38,27,North Dakota,Eddy County,
38,29,North Dakota,Emmons County,
38,31,North Dakota,Foster County,
38,33,North Dakota,Golden Valley County,
38,35,North Dakota,Grand Forks County,
38,37,North Dakota,Grant County,
38,39,North Dakota,Griggs County,
38,41,North Dakota,Hettinger County,
38,43,North Dakota,Kidder County,
38,45,North Dakota,LaMoure County,
